message_id,match_id,champion_name,time,sent_to,message,association_to_offender,kills,deaths,assists,outcome,label,kda
1506,5019.txt,Nocturne,00:30:14,All,gg izi,ally,12,5,7,Win,0,3.8
1507,5020.txt,Leona,00:00:39,Team1,rengar bronz 1?,ally,0,9,9,Loss,0,1.0
1508,5020.txt,Rengar,00:00:40,Team1,smiteless drake,ally,7,11,5,Loss,0,1.09
1509,5020.txt,Amumu,00:00:40,Team2,this match will get hard,enemy,11,1,16,Win,0,27.0
1510,5020.txt,Zed,00:00:43,Team1,ok,ally,9,11,2,Loss,0,1.0
1511,5020.txt,Rengar,00:00:45,Team1,yh why,ally,7,11,5,Loss,0,1.09
1512,5020.txt,Leona,00:00:47,Team1,and themalistar bronz 2,ally,0,9,9,Loss,0,1.0
1513,5020.txt,Ezreal,00:00:47,Team2,nah,enemy,13,5,11,Win,0,4.8
1514,5020.txt,Amumu,00:00:47,Team2,they have a lot more of dmg if they play right,enemy,11,1,16,Win,0,27.0
1515,5020.txt,Alistar,00:00:49,Team2,Not if they suck,enemy,4,5,21,Win,0,5.0
1516,5020.txt,Zed,00:00:50,Team1,i ignite that niggahhh,ally,9,11,2,Loss,0,1.0
1517,5020.txt,Rengar,00:00:56,Team1,i,ally,7,11,5,Loss,0,1.09
1518,5020.txt,Ezreal,00:01:00,Team2,full ad,enemy,13,5,11,Win,0,4.8
1519,5020.txt,Ezreal,00:01:01,Team2,hah,enemy,13,5,11,Win,0,4.8
1520,5020.txt,Ezreal,00:01:15,Team2,armor,enemy,13,5,11,Win,0,4.8
1521,5020.txt,Ezreal,00:01:17,Team2,gg,enemy,13,5,11,Win,0,4.8
1522,5020.txt,Amumu,00:02:02,Team2,tyvm,enemy,11,1,16,Win,0,27.0
1523,5020.txt,Irelia,00:03:00,Team1,ffs,offender,2,9,2,Loss,1,0.44
1524,5020.txt,Amumu,00:03:02,Team2,n1,enemy,11,1,16,Win,0,27.0
1525,5020.txt,Irelia,00:03:11,Team1,rengar top,offender,2,9,2,Loss,0,0.44
1526,5020.txt,Irelia,00:03:26,Team1,gj,offender,2,9,2,Loss,0,0.44
1527,5020.txt,Rengar,00:03:45,Team1,omg,ally,7,11,5,Loss,0,1.09
1528,5020.txt,Rengar,00:03:47,Team1,the fail,ally,7,11,5,Loss,0,1.09
1529,5020.txt,Amumu,00:03:49,Team2,why didnt my dot hit him?,enemy,11,1,16,Win,0,27.0
1530,5020.txt,Amumu,00:03:56,Team2,strange,enemy,11,1,16,Win,0,27.0
1531,5020.txt,Amumu,00:04:03,All,Why didnt my dot hit you?,enemy,11,1,16,Win,0,27.0
1532,5020.txt,Amumu,00:04:04,All,:S,enemy,11,1,16,Win,0,27.0
1533,5020.txt,Amumu,00:04:28,Team2,is it your first time kassa?,enemy,11,1,16,Win,0,27.0
1534,5020.txt,Leona,00:05:54,Team1,vayne need kills,ally,0,9,9,Loss,0,1.0
1535,5020.txt,Leona,00:05:59,Team1,no creeps,ally,0,9,9,Loss,0,1.0
1536,5020.txt,Leona,00:06:26,Team1,warded,ally,0,9,9,Loss,0,1.0
1537,5020.txt,Leona,00:06:40,Team1,lol...,ally,0,9,9,Loss,0,1.0
1538,5020.txt,Amumu,00:06:43,Team2,n1 .D,enemy,11,1,16,Win,0,27.0
1539,5020.txt,Rengar,00:06:44,Team1,amumu got ult before kassa?,ally,7,11,5,Loss,0,1.09
1540,5020.txt,Rengar,00:06:49,Team1,HOW,ally,7,11,5,Loss,0,1.09
1541,5020.txt,Irelia,00:07:31,Team1,dont push just take xp,offender,2,9,2,Loss,0,0.44
1542,5020.txt,Leona,00:07:48,Team1,ajjjj,ally,0,9,9,Loss,0,1.0
1543,5020.txt,Leona,00:07:50,Team1,no dmg,ally,0,9,9,Loss,0,1.0
1544,5020.txt,Leona,00:07:52,Team1,vayne gl,ally,0,9,9,Loss,0,1.0
1545,5020.txt,Vayne,00:07:56,Team1,xD,ally,1,10,5,Loss,0,0.6
1546,5020.txt,Vayne,00:07:58,Team1,i said,ally,1,10,5,Loss,0,0.6
1547,5020.txt,Leona,00:07:59,Team1,need,ally,0,9,9,Loss,0,1.0
1548,5020.txt,Vayne,00:08:00,Team1,dont have runes,ally,1,10,5,Loss,0,0.6
1549,5020.txt,Leona,00:08:00,Team1,helpppp,ally,0,9,9,Loss,0,1.0
1550,5020.txt,Vayne,00:08:04,Team1,and u play offensive,ally,1,10,5,Loss,0,0.6
1551,5020.txt,Leona,00:08:04,Team1,in bot,ally,0,9,9,Loss,0,1.0
1552,5020.txt,Vayne,00:08:05,Team1,gg,ally,1,10,5,Loss,0,0.6
1553,5020.txt,Leona,00:08:05,Team1,nowww,ally,0,9,9,Loss,0,1.0
1554,5020.txt,Amumu,00:08:38,All,WHAT?!,enemy,11,1,16,Win,0,27.0
1555,5020.txt,Amumu,00:08:40,All,DAT BURST,enemy,11,1,16,Win,0,27.0
1556,5020.txt,Amumu,00:08:41,All,HOLY,enemy,11,1,16,Win,0,27.0
1557,5020.txt,Amumu,00:09:08,Team2,rengar,enemy,11,1,16,Win,0,27.0
1558,5020.txt,Irelia,00:09:27,Team1,lol,offender,2,9,2,Loss,0,0.44
1559,5020.txt,Irelia,00:09:35,Team1,"failing, dont even tell me",offender,2,9,2,Loss,0,0.44
1560,5020.txt,Rengar,00:11:12,Team1,and my ult went off when i was dead,ally,7,11,5,Loss,0,1.09
1561,5020.txt,Irelia,00:11:27,Team1,Zed,offender,2,9,2,Loss,0,0.44
1562,5020.txt,Irelia,00:11:32,Team1,You're kinda fed,offender,2,9,2,Loss,0,0.44
1563,5020.txt,Zed,00:11:32,Team1,¨yes,ally,9,11,2,Loss,0,1.0
1564,5020.txt,Irelia,00:11:33,Team1,can you go top,offender,2,9,2,Loss,0,0.44
1565,5020.txt,Irelia,00:11:39,Team1,against rumble?,offender,2,9,2,Loss,0,0.44
1566,5020.txt,Irelia,00:11:43,Team1,I'll maybe have a chance,offender,2,9,2,Loss,0,0.44
1567,5020.txt,Irelia,00:11:44,Team1,then,offender,2,9,2,Loss,0,0.44
1568,5020.txt,Zed,00:12:07,Team1,gtfo,ally,9,11,2,Loss,1,1.0
1569,5020.txt,Irelia,00:12:14,Team1,Answer me ffs,offender,2,9,2,Loss,1,0.44
1570,5020.txt,Rengar,00:12:16,Team1,but we cant have a fed kassa,ally,7,11,5,Loss,0,1.09
1571,5020.txt,Irelia,00:12:27,Team1,fed rumble is just worse,offender,2,9,2,Loss,0,0.44
1572,5020.txt,Leona,00:12:30,Team1,faill,ally,0,9,9,Loss,0,1.0
1573,5020.txt,Leona,00:12:32,Team1,dont focus,ally,0,9,9,Loss,0,1.0
1574,5020.txt,Leona,00:12:33,Team1,alistar,ally,0,9,9,Loss,0,1.0
1575,5020.txt,Leona,00:12:33,Team1,man..,ally,0,9,9,Loss,0,1.0
1576,5020.txt,Vayne,00:12:37,Team1,fail,ally,1,10,5,Loss,0,0.6
1577,5020.txt,Vayne,00:12:41,Team1,stop greedy,ally,1,10,5,Loss,0,0.6
1578,5020.txt,Vayne,00:12:42,Team1,man,ally,1,10,5,Loss,0,0.6
1579,5020.txt,Vayne,00:12:52,Team1,second time i said u,ally,1,10,5,Loss,0,0.6
1580,5020.txt,Leona,00:12:52,Team1,and rengar,ally,0,9,9,Loss,0,1.0
1581,5020.txt,Leona,00:12:55,Team1,fucking come,ally,0,9,9,Loss,1,1.0
1582,5020.txt,Leona,00:13:06,Team1,clan,ally,0,9,9,Loss,0,1.0
1583,5020.txt,Leona,00:13:07,Team1,of cards,ally,0,9,9,Loss,0,1.0
1584,5020.txt,Zed,00:13:08,Team1,wetf,ally,9,11,2,Loss,0,1.0
1585,5020.txt,Leona,00:13:09,Team1,clean,ally,0,9,9,Loss,0,1.0
1586,5020.txt,Leona,00:13:10,Team1,for nothing,ally,0,9,9,Loss,0,1.0
1587,5020.txt,Leona,00:13:24,Team1,come,ally,0,9,9,Loss,0,1.0
1588,5020.txt,Leona,00:13:27,Team1,take creeps and go,ally,0,9,9,Loss,0,1.0
1589,5020.txt,Leona,00:13:28,Team1,again,ally,0,9,9,Loss,0,1.0
1590,5020.txt,Leona,00:13:31,Team1,shit,ally,0,9,9,Loss,1,1.0
1591,5020.txt,Irelia,00:13:37,Team1,how come,offender,2,9,2,Loss,0,0.44
1592,5020.txt,Irelia,00:13:40,Team1,i died 5 times,offender,2,9,2,Loss,0,0.44
1593,5020.txt,Irelia,00:13:48,Team1,still equal cs with vayne,offender,2,9,2,Loss,0,0.44
1594,5020.txt,Leona,00:14:25,Team1,okei,ally,0,9,9,Loss,0,1.0
1595,5020.txt,Leona,00:14:29,Team1,lose game,ally,0,9,9,Loss,0,1.0
1596,5020.txt,Vayne,00:14:30,Team1,5 gg leona,ally,1,10,5,Loss,0,0.6
1597,5020.txt,Leona,00:14:33,Team1,case of retard,ally,0,9,9,Loss,1,1.0
1598,5020.txt,Vayne,00:14:33,Team1,ty for feed,ally,1,10,5,Loss,0,0.6
1599,5020.txt,Leona,00:14:35,Team1,team,ally,0,9,9,Loss,0,1.0
1600,5020.txt,Zed,00:14:37,Team1,irelia is reported,ally,9,11,2,Loss,0,1.0
1601,5020.txt,Leona,00:14:45,Team1,lol,ally,0,9,9,Loss,0,1.0
1602,5020.txt,Leona,00:14:47,Team1,..,ally,0,9,9,Loss,0,1.0
1603,5020.txt,Irelia,00:14:55,Team1,lol,offender,2,9,2,Loss,0,0.44
1604,5020.txt,Irelia,00:14:56,Team1,hah,offender,2,9,2,Loss,0,0.44
1605,5020.txt,Amumu,00:16:11,Team2,am I a goodmumu?,enemy,11,1,16,Win,0,27.0
1606,5020.txt,Vayne,00:16:22,Team1,why u here??,ally,1,10,5,Loss,0,0.6
1607,5020.txt,Irelia,00:16:29,Team1,wp vayne,offender,2,9,2,Loss,0,0.44
1608,5020.txt,Vayne,00:16:39,Team1,why irellia bot?,ally,1,10,5,Loss,0,0.6
1609,5020.txt,Vayne,00:16:44,Team1,stealing farm??,ally,1,10,5,Loss,0,0.6
1610,5020.txt,Vayne,00:16:46,Team1,or for what?,ally,1,10,5,Loss,0,0.6
1611,5020.txt,Zed,00:16:48,Team1,wtf team,ally,9,11,2,Loss,1,1.0
1612,5020.txt,Irelia,00:16:53,Team1,"pushing, lol",offender,2,9,2,Loss,0,0.44
1613,5020.txt,Vayne,00:17:00,Team1,not need push,ally,1,10,5,Loss,0,0.6
1614,5020.txt,Vayne,00:17:08,Team1,dont saw what happend if we push...¿?¿?¿??¿,ally,1,10,5,Loss,0,0.6
1615,5020.txt,Vayne,00:17:20,Team1,fucking first pick top----,ally,1,10,5,Loss,1,0.6
1616,5020.txt,Rengar,00:17:25,Team1,irelia blue?,ally,7,11,5,Loss,0,1.09
1617,5020.txt,Vayne,00:17:52,Team1,soooooooooo greedy,ally,1,10,5,Loss,0,0.6
1618,5020.txt,Rengar,00:18:03,Team1,10 hp ez,ally,7,11,5,Loss,0,1.09
1619,5020.txt,Leona,00:18:06,Team1,lol,ally,0,9,9,Loss,0,1.0
1620,5020.txt,Amumu,00:18:07,Team2,xDDDD,enemy,11,1,16,Win,0,27.0
1621,5020.txt,Vayne,00:18:07,Team1,really,ally,1,10,5,Loss,0,0.6
1622,5020.txt,Vayne,00:18:14,Team1,all are bronze 3??,ally,1,10,5,Loss,0,0.6
1623,5020.txt,Vayne,00:18:17,Team1,or near?,ally,1,10,5,Loss,0,0.6
1624,5020.txt,Vayne,00:18:19,Team1,right?,ally,1,10,5,Loss,0,0.6
1625,5020.txt,Rengar,00:18:26,Team1,you fkin failed botlane,ally,7,11,5,Loss,1,1.09
1626,5020.txt,Zed,00:18:27,Team1,fck you bayme you suck balls,ally,9,11,2,Loss,1,1.0
1627,5020.txt,Vayne,00:18:30,Team1,not,ally,1,10,5,Loss,0,0.6
1628,5020.txt,Vayne,00:18:32,Team1,i dont want,ally,1,10,5,Loss,0,0.6
1629,5020.txt,Vayne,00:18:34,Team1,adc,ally,1,10,5,Loss,0,0.6
1630,5020.txt,Vayne,00:18:36,Team1,and u let me,ally,1,10,5,Loss,0,0.6
1631,5020.txt,Vayne,00:18:41,Team1,and top fail,ally,1,10,5,Loss,0,0.6
1632,5020.txt,Amumu,00:18:41,Team2,b,enemy,11,1,16,Win,0,27.0
1633,5020.txt,Vayne,00:18:46,Team1,jungle so greedy and feeder,ally,1,10,5,Loss,0,0.6
1634,5020.txt,Vayne,00:18:52,Team1,and leona only know suicide,ally,1,10,5,Loss,0,0.6
1635,5020.txt,Vayne,00:18:56,Team1,is happend here,ally,1,10,5,Loss,0,0.6
1636,5020.txt,Amumu,00:19:23,Team2,mine pls D:,enemy,11,1,16,Win,0,27.0
1637,5020.txt,Rengar,00:19:33,Team1,wards pols,ally,7,11,5,Loss,0,1.09
1638,5020.txt,Rengar,00:19:35,Team1,pls,ally,7,11,5,Loss,0,1.09
1639,5020.txt,Irelia,00:19:45,Team1,ye we still have a smal chance,offender,2,9,2,Loss,0,0.44
1640,5020.txt,Irelia,00:20:02,Team1,we have much better all lategame,offender,2,9,2,Loss,0,0.44
1641,5020.txt,Alistar,00:20:46,Team2,"Haha, hard game guys? ;)",enemy,4,5,21,Win,0,5.0
1642,5020.txt,Amumu,00:20:51,All,THERE IS NO ESCAPE,enemy,11,1,16,Win,0,27.0
1643,5020.txt,Zed,00:20:55,Team1,sieg heil,ally,9,11,2,Loss,0,1.0
1644,5020.txt,Amumu,00:20:57,Team2,I am laughing so hard,enemy,11,1,16,Win,0,27.0
1645,5020.txt,Amumu,00:21:00,Team2,about how bad people can be,enemy,11,1,16,Win,0,27.0
1646,5020.txt,Rumble,00:21:01,Team2,I was ok at top :),enemy,12,3,16,Win,0,9.33
1647,5020.txt,Zed,00:21:06,Team1,worth,ally,9,11,2,Loss,0,1.0
1648,5020.txt,Irelia,00:21:26,Team1,this vayne always using E to save enemies,offender,2,9,2,Loss,0,0.44
1649,5020.txt,Rumble,00:22:00,Team2,my fail...,enemy,12,3,16,Win,0,9.33
1650,5020.txt,Amumu,00:22:34,Team2,if we dont lose any tower,enemy,11,1,16,Win,0,27.0
1651,5020.txt,Zed,00:22:34,Team1,irelia go trop ffs,ally,9,11,2,Loss,1,1.0
1652,5020.txt,Amumu,00:22:38,Team2,we did a perfec tmatch,enemy,11,1,16,Win,0,27.0
1653,5020.txt,Leona,00:23:25,Team1,lol,ally,0,9,9,Loss,0,1.0
1654,5020.txt,Irelia,00:23:31,Team1,the greed,offender,2,9,2,Loss,0,0.44
1655,5020.txt,Amumu,00:23:32,All,YOU CAME TO DA WRONG NEIGHBORHOOD,enemy,11,1,16,Win,0,27.0
1656,5020.txt,Zed,00:23:36,Team1,i was fed until you fucked it up irelia,ally,9,11,2,Loss,1,1.0
1657,5020.txt,Irelia,00:23:46,Team1,better,offender,2,9,2,Loss,0,0.44
1658,5020.txt,Irelia,00:23:48,Team1,start flaming now,offender,2,9,2,Loss,0,0.44
1659,5020.txt,Rengar,00:23:57,Team1,better stfu now,ally,7,11,5,Loss,1,1.09
1660,5020.txt,Leona,00:24:18,Team1,we cant win,ally,0,9,9,Loss,0,1.0
1661,5020.txt,Leona,00:24:19,Team1,man..,ally,0,9,9,Loss,0,1.0
1662,5020.txt,Leona,00:24:20,Team1,wtf,ally,0,9,9,Loss,1,1.0
1663,5020.txt,Vayne,00:25:21,Team1,irellia,ally,1,10,5,Loss,0,0.6
1664,5020.txt,Vayne,00:25:23,Team1,wake up,ally,1,10,5,Loss,0,0.6
1665,5020.txt,Vayne,00:25:27,Team1,kassadin....,ally,1,10,5,Loss,0,0.6
1666,5020.txt,Amumu,00:25:42,All,WHO STOLE MAH KILLZ?,enemy,11,1,16,Win,0,27.0
1667,5020.txt,Vayne,00:25:43,Team1,a ok u suicide,ally,1,10,5,Loss,0,0.6
1668,5020.txt,Rengar,00:25:43,Team1,the plays,ally,7,11,5,Loss,0,1.09
1669,5020.txt,Zed,00:25:44,All,report irelia for fuck sake,ally,9,11,2,Loss,1,1.0
1670,5020.txt,Amumu,00:25:58,All,Well then report botlane and jungle as well,enemy,11,1,16,Win,0,27.0
1671,5020.txt,Irelia,00:25:58,Team1,Zed haha,offender,2,9,2,Loss,0,0.44
1672,5020.txt,Rengar,00:26:00,Team1,finally wuit,ally,7,11,5,Loss,0,1.09
1673,5020.txt,Rengar,00:26:02,Team1,quit,ally,7,11,5,Loss,0,1.09
1674,5020.txt,Rumble,00:26:05,All,she actually tried on the top :),enemy,12,3,16,Win,0,9.33
1675,5020.txt,Irelia,00:26:18,All,but failed like fuck,offender,2,9,2,Loss,1,0.44
1676,5020.txt,Zed,00:26:20,All,worth,ally,9,11,2,Loss,0,1.0
1677,5020.txt,Vayne,00:26:47,All,"i said in picks dont let me adc, because not play it usually and they dont listen me, so i cant do more..",ally,1,10,5,Loss,0,0.6
1678,5020.txt,Amumu,00:26:59,All,XD,enemy,11,1,16,Win,0,27.0
1679,5020.txt,Amumu,00:27:03,All,INSTANT RANDUINS,enemy,11,1,16,Win,0,27.0
1680,5020.txt,Amumu,00:27:10,All,And another mistake is you are full ad,enemy,11,1,16,Win,0,27.0
1681,5020.txt,Amumu,00:27:29,All,So we just buy some armor and you are fucked,enemy,11,1,16,Win,0,27.0
1682,5020.txt,Rengar,00:27:41,Team1,whatever,ally,7,11,5,Loss,0,1.09
1683,5020.txt,Irelia,00:27:47,All,mumu plis,offender,2,9,2,Loss,0,0.44
1684,5020.txt,Alistar,00:27:48,All,"we havn't even bought armor bro, haha",enemy,4,5,21,Win,0,5.0
1685,5020.txt,Alistar,00:27:55,Team2,"Well, I have",enemy,4,5,21,Win,0,5.0
1686,5020.txt,Rengar,00:28:04,All,"we got vayne though she can penetrate with true dmg, too bad she doesnt know how to play though",ally,7,11,5,Loss,0,1.09
1687,5020.txt,Amumu,00:28:13,All,Said alistar with --- def,enemy,11,1,16,Win,0,27.0
1688,5020.txt,Amumu,00:28:15,All,XD,enemy,11,1,16,Win,0,27.0
1689,5020.txt,Zed,00:28:21,Team1,gj irelia,ally,9,11,2,Loss,0,1.0
1690,5020.txt,Irelia,00:28:27,All,op shield,offender,2,9,2,Loss,0,0.44
1691,5020.txt,Rumble,00:28:39,All,ye,enemy,12,3,16,Win,0,9.33
1692,5020.txt,Irelia,00:28:56,All,gg wp anyway rumble,offender,2,9,2,Loss,0,0.44
1693,5020.txt,Zed,00:29:27,Team1,fck you irelia,ally,9,11,2,Loss,1,1.0
1694,5020.txt,Alistar,00:29:28,All,ggwp,enemy,4,5,21,Win,0,5.0
1695,5020.txt,Amumu,00:29:30,All,BEST THING I JUST REALIZED AN OP COMBO,enemy,11,1,16,Win,0,27.0
1696,5020.txt,Alistar,00:29:32,All,not really tho,enemy,4,5,21,Win,0,5.0
1697,5020.txt,Rengar,00:29:35,All,bg report bot and top well played,ally,7,11,5,Loss,0,1.09
1698,5020.txt,Amumu,00:29:36,All,MY ULT + EZ ULT + ULT,enemy,11,1,16,Win,0,27.0
1699,5020.txt,Amumu,00:29:42,All,From rumble,enemy,11,1,16,Win,0,27.0
1700,5021.txt,Riven,00:01:11,Team2,Red,ally,1,7,3,Loss,0,0.57
1701,5021.txt,Riven,00:01:30,Team2,help red????,ally,1,7,3,Loss,0,0.57
1702,5021.txt,Galio,00:01:44,Team2,Whooooooooooooooore,ally,0,4,5,Loss,0,1.25
1703,5021.txt,Malzahar,00:01:56,All,jax you did dragon slayer quest?,ally,4,6,5,Loss,0,1.5
1704,5021.txt,Jinx,00:03:13,Team2,twitch&gt;,offender,14,7,5,Loss,0,2.71
1705,5021.txt,Jinx,00:03:21,Team2,wtf are you doiung?,offender,14,7,5,Loss,1,2.71
1706,5021.txt,Jinx,00:03:41,Team2,get some braincells before you play lol,offender,14,7,5,Loss,0,2.71
1707,5021.txt,Jinx,00:03:55,Team2,back,offender,14,7,5,Loss,0,2.71
1708,5021.txt,Jax,00:04:10,All,sure i did,enemy,3,8,5,Win,0,1.0
1709,5021.txt,Malzahar,00:09:49,Team2,fu,ally,4,6,5,Loss,1,1.5
1710,5021.txt,Twitch,00:13:43,Team2,no ss,ally,3,7,5,Loss,0,1.14
1711,5021.txt,Twitch,00:13:45,Team2,kk,ally,3,7,5,Loss,0,1.14
1712,5021.txt,Jinx,00:15:05,Team2,pro riven,offender,14,7,5,Loss,0,2.71
1713,5021.txt,Jinx,00:15:19,Team2,so much skill it gave me aids,offender,14,7,5,Loss,0,2.71
1714,5021.txt,Riven,00:15:24,Team1,gj,enemy,1,7,3,Loss,0,0.57
1715,5021.txt,Twitch,00:15:33,Team2,well i am happy you are dead,ally,3,7,5,Loss,0,1.14
1716,5021.txt,Riven,00:15:39,Team2,Jinx would you please shut the fuck up?,ally,1,7,3,Loss,1,0.57
1717,5021.txt,Jinx,00:15:44,Team2,no,offender,14,7,5,Loss,0,2.71
1718,5021.txt,Jinx,00:17:41,Team2,twitch,offender,14,7,5,Loss,0,2.71
1719,5021.txt,Jax,00:17:43,Team1,sry,enemy,3,8,5,Win,0,1.0
1720,5021.txt,Jinx,00:17:54,Team2,can you see?,offender,14,7,5,Loss,0,2.71
1721,5021.txt,Twitch,00:18:00,Team2,yes,ally,3,7,5,Loss,0,1.14
1722,5021.txt,Jinx,00:18:00,Team2,or are you just shit,offender,14,7,5,Loss,0,2.71
1723,5021.txt,Twitch,00:18:10,Team2,no i just dont like you,ally,3,7,5,Loss,0,1.14
1724,5021.txt,Jinx,00:18:29,Team2,because you lock adc even though i say then you're bad at it.,offender,14,7,5,Loss,0,2.71
1725,5021.txt,Twitch,00:20:11,Team2,nice job mate,ally,3,7,5,Loss,0,1.14
1726,5021.txt,Jinx,00:20:20,Team2,stfu twitch,offender,14,7,5,Loss,1,2.71
1727,5021.txt,Twitch,00:20:24,Team2,facebook like,ally,3,7,5,Loss,0,1.14
1728,5021.txt,Malzahar,00:20:26,Team2,malzahar omg,ally,4,6,5,Loss,0,1.5
1729,5021.txt,Jinx,00:20:26,Team2,you're bad,offender,14,7,5,Loss,1,2.71
1730,5021.txt,Twitch,00:20:32,Team2,so is your mom,ally,3,7,5,Loss,0,1.14
1731,5021.txt,Malzahar,00:20:33,Team2,why he do nothing when i press d,ally,4,6,5,Loss,0,1.5
1732,5021.txt,Twitch,00:20:46,Team2,lol eng much,ally,3,7,5,Loss,0,1.14
1733,5021.txt,Twitch,00:21:29,Team2,well if team is not helping i will suck,ally,3,7,5,Loss,0,1.14
1734,5021.txt,Twitch,00:21:32,Team2,so,ally,3,7,5,Loss,0,1.14
1735,5021.txt,Jinx,00:21:34,Team2,Twitch,offender,14,7,5,Loss,0,2.71
1736,5021.txt,Twitch,00:21:38,Team2,no,ally,3,7,5,Loss,0,1.14
1737,5021.txt,Galio,00:21:42,Team2,"Says the one not helping, lol Twitch",ally,0,4,5,Loss,0,1.25
1738,5021.txt,Jinx,00:21:49,Team2,you let me die then cmplain about no help from team?,offender,14,7,5,Loss,0,2.71
1739,5021.txt,Twitch,00:21:51,Team2,you wach me die,ally,3,7,5,Loss,0,1.14
1740,5021.txt,Jinx,00:21:55,Team2,you are a fucking dumb cunt,offender,14,7,5,Loss,1,2.71
1741,5021.txt,Jinx,00:22:08,Team2,you did the same to me,offender,14,7,5,Loss,0,2.71
1742,5021.txt,Jinx,00:22:13,Team2,twatface,offender,14,7,5,Loss,1,2.71
1743,5021.txt,Twitch,00:22:14,Team2,no,ally,3,7,5,Loss,0,1.14
1744,5021.txt,Twitch,00:22:17,Team2,there was 3,ally,3,7,5,Loss,0,1.14
1745,5021.txt,Twitch,00:23:14,Team2,OMG,ally,3,7,5,Loss,0,1.14
1746,5021.txt,Riven,00:24:20,All,gg,enemy,1,7,3,Loss,0,0.57
1747,5022.txt,Pantheon,00:00:33,All,guess its me against the world... lol,enemy,5,2,1,Loss,0,3.0
1748,5022.txt,Rammus,00:00:43,All,gl,offender,0,2,3,Win,0,1.5
1749,5022.txt,Pantheon,00:00:51,Team2,thanks. -_-,enemy,5,2,1,Loss,0,3.0
1750,5022.txt,Pantheon,00:00:58,All,thanks -_-,enemy,5,2,1,Loss,0,3.0
1751,5022.txt,Pantheon,00:01:04,All,frozen come on ts,enemy,5,2,1,Loss,0,3.0
1752,5022.txt,Rammus,00:01:06,All,-_-,offender,0,2,3,Win,0,1.5
1753,5022.txt,Shaco,00:01:15,All,good luck,ally,3,2,2,Win,0,2.5
1754,5022.txt,Rammus,00:01:44,All,xD,offender,0,2,3,Win,0,1.5
1755,5022.txt,Rammus,00:01:50,All,so funny thing to do in lol,offender,0,2,3,Win,0,1.5
1756,5022.txt,Pantheon,00:02:09,Team2,so can i come?,enemy,5,2,1,Loss,0,3.0
1757,5022.txt,Pantheon,00:02:15,All,so can i come?,enemy,5,2,1,Loss,0,3.0
1758,5022.txt,Shaco,00:02:21,All,yes,ally,3,2,2,Win,0,2.5
1759,5022.txt,Rammus,00:02:23,All,y,offender,0,2,3,Win,0,1.5
1760,5022.txt,Shaco,00:02:32,All,come find us,ally,3,2,2,Win,0,2.5
1761,5022.txt,Twitch,00:04:13,Team1,janna,ally,0,0,1,Win,0,1.0
1762,5022.txt,Twisted Fate,00:04:16,All,-1,enemy,2,3,5,Loss,0,2.33
1763,5022.txt,Twitch,00:04:23,Team1,late,ally,0,0,1,Win,0,1.0
1764,5022.txt,Twisted Fate,00:04:24,All,Not allowed to go in base,enemy,2,3,5,Loss,0,2.33
1765,5022.txt,Twitch,00:04:25,Team1,later7,ally,0,0,1,Win,0,1.0
1766,5022.txt,Rammus,00:04:31,All,ohh sry,offender,0,2,3,Win,0,1.5
1767,5022.txt,Shaco,00:04:34,Team1,dont  recall,ally,3,2,2,Win,0,2.5
1768,5022.txt,Rammus,00:04:39,Team1,dident i ran,offender,0,2,3,Win,0,1.5
1769,5022.txt,Rammus,00:05:38,Team1,-.-,offender,0,2,3,Win,0,1.5
1770,5022.txt,Twisted Fate,00:05:59,All,YOU MUST LET ME BACK,enemy,2,3,5,Loss,0,2.33
1771,5022.txt,Shaco,00:06:03,All,yes,ally,3,2,2,Win,0,2.5
1772,5022.txt,Shaco,00:06:07,All,dicks,ally,3,2,2,Win,1,2.5
1773,5022.txt,Shaco,00:06:15,All,you cant kill the seeker,ally,3,2,2,Win,0,2.5
1774,5022.txt,Twisted Fate,00:06:25,All,YOU KNOW RULES OMFG,enemy,2,3,5,Loss,0,2.33
1775,5022.txt,Rammus,00:06:31,Team1,i can recall under --- hp right,offender,0,2,3,Win,0,1.5
1776,5022.txt,Twitch,00:06:40,Team1,you can if he's under --- hp and he didn't back,ally,0,0,1,Win,0,1.0
1777,5022.txt,Shaco,00:06:41,All,hiders cant,ally,3,2,2,Win,0,2.5
1778,5022.txt,Janna,00:06:52,All,we can kill u for escape,ally,2,3,0,Win,0,0.67
1779,5022.txt,Rammus,00:06:54,Team1,i can recall when I am under ---?,offender,0,2,3,Win,0,1.5
1780,5022.txt,Twitch,00:07:05,Team1,no,ally,0,0,1,Win,0,1.0
1781,5022.txt,Twisted Fate,00:08:02,All,Full OP pick that s was it s draft,enemy,2,3,5,Loss,0,2.33
1782,5022.txt,Twitch,00:08:07,Team1,if the seeker don't back under --- hp we can kill him,ally,0,0,1,Win,0,1.0
1783,5022.txt,Twisted Fate,00:08:20,All,RAmmus twich and shaco,enemy,2,3,5,Loss,0,2.33
1784,5022.txt,Rammus,00:08:25,All,?,offender,0,2,3,Win,0,1.5
1785,5022.txt,Rammus,00:08:35,All,only using cc,offender,0,2,3,Win,0,1.5
1786,5022.txt,Twitch,00:08:39,All,^ ^,ally,0,0,1,Win,0,1.0
1787,5022.txt,Shaco,00:09:06,All,dude,ally,3,2,2,Win,0,2.5
1788,5022.txt,Twitch,00:09:27,All,if you don't back under --- hp we can kill you,ally,0,0,1,Win,0,1.0
